ticker,security,data_source,report_url,scope1_tco2e,scope2_location_tco2e,scope2_market_tco2e,scope1_base_year_end,scope1_base_year_tco2e,revenue_usd,is_cdp_format,notes
LUV,Southwest Airlines,sustainability_report,https://www.southwest.com/swa-resources/pdfs/communications/one-reports/240507-2023-One-Report-Planet-Snapshot.pdf,,,,,,,False,no_fields_extracted
SWK,Stanley Black & Decker,sustainability_report,https://www.stanleyblackanddecker.com/sites/default/files/2026-07/2025_sbd_impact_report_0.pdf,,,,,,,False,no_fields_extracted
SBUX,Starbucks,none,,,,,,,,,no_public_report_found
STT,State Street Corporation,sustainability_report,https://www.statestreet.com/web/about/sustainability/documents/statestreet-esg-report-2022.pdf,,,,,,,False,no_fields_extracted
STE,Steris,sustainability_report,https://www.steris.com/-/media/documents/pdfs/sustainability/corporate-responsibility-fact-sheet-2025.pdf,,,,,,,False,no_fields_extracted
SYK,Stryker Corporation,none,,,,,,,,,no_public_report_found
SMCI,Supermicro,sustainability_report,https://s204.q4cdn.com/707617056/files/doc_downloads/2025/Supermicro-ESG-Report-2025.pdf,,,,,,,False,no_fields_extracted
SYF,Synchrony Financial,sustainability_report,https://www.synchrony.com/esgreport2023.pdf,,,,,,,False,no_fields_extracted
SNPS,Synopsys,cdp_pdf,https://www.synopsys.com/content/dam/synopsys/company/corporate-social-responsibility/synopsys-cdp-climate-change-2021.pdf,2749.22,29865.34,22244.15,,,,old,
SYY,Sysco,cdp_pdf,https://mediacdn.sysco.com/images/rendition?id=00c2988bf30c0a2c952595e9c10fdc4b9a42060d,1064620.0,253056.0,227420.0,,,,old,
TMUS,T-Mobile US,cdp_pdf,https://www.t-mobile.com/content/dam/digx/tmobile/us/en/non-dynamic-media/pdf/annual-report/T-Mobile-2023-CDP-Climate-Change-Response.pdf,97080.0,2971861.0,0.0,,,,old,
TROW,T. Rowe Price,none,,,,,,,,,no_public_report_found
TTWO,Take-Two Interactive,sustainability_report,https://ir.take2games.com/static-files/99702a7e-3d22-4da2-b7c8-54eb33f82533,,,,,,,False,no_fields_extracted
TPR,"Tapestry, Inc.",cdp_pdf,https://assets.tapestry.com/tapestrycorp/assets/docs/2024/CDP-Climate-Change-2023.pdf,10941.0,41674.0,16396.0,,,,old,
TGT,Target Corporation,cdp_pdf,https://corporate.target.com/getmedia/c70c48ab-0e10-4576-9e92-789e30665964/2023-CDP-Climate-Response.pdf,779858.0,1505539.0,891321.0,,,,old,
TEL,TE Connectivity,cdp_pdf,https://www.te.com/content/dam/te-com/documents/about-te/corporate-responsibility/global/2023_CDP_Climate_Questionnaire_Final.pdf,71479.0,466063.0,179879.0,,,,old,
TDY,Teledyne Technologies,sustainability_report,https://www.teledyne.com/en-us/About-Us/Documents/Teledyne%20Corporate%20Social%20Responsibility%20Report%202024%20Supplement.pdf,58970,51971,,,,,False,"Manually entered (not parser-automated): SASB-style table has ""Gross Global Scope 1 Total Emissions"" as a label immediately followed by an identically-worded decoy row (""Gross Global Scope 1 Total Emissions from Perfluorinated Compounds (PFCs)"") -- a naive substring match risks grabbing the PFC subset value (37,424) instead of the real total (58,970); took the FIRST occurrence specifically. Cross-verified via the document's own internal consistency: 58,970 + 51,971 = 110,941, matching the stated ""Gross Global Scope 1 and 2 Total Emissions"" row exactly. CAUTION: the report labels the Scope 2 figure only as ""Scope 2 MT CO2e"" with no location-based/ market-based distinction stated anywhere in the document -- entered under scope2_location_tco2e as the more common default when unspecified, but this is an assumption, not a confirmed method."
TER,Teradyne,none,,,,,,,,,no_public_report_found
TPL,Texas Pacific Land Corporation,none,,,,,,,,,no_public_report_found
TJX,TJX Companies,cdp_pdf,https://www.tjx.com/docs/default-source/corporate-responsibility/the-tjx-companies-inc-cdp-climate-change-report-2025.pdf?sfvrsn=490764e0_1,143258.0,559158.0,363202.0,01/31/2010,69695.0,56360000000.0,new,
TKO,TKO Group Holdings,none,,,,,,,,,no_public_report_found
TTD,Trade Desk (The),none,,,,,,,,,no_public_report_found
TSCO,Tractor Supply,cdp_pdf,https://s23.q4cdn.com/539497486/files/doc_financials/2023/sr/CDP-Climate-Change-Questionnaire-2023.pdf,68000.0,185000.0,149000.0,,,,old,
TT,Trane Technologies,cdp_pdf,https://www.tranetechnologies.com/content/dam/cs-corporate/pdf/sustainability/annual/2023-CDP-Climate-Change.pdf,237639.0,124057.0,55708.0,,,,old,
TDG,TransDigm Group,none,,,,,,,,,no_public_report_found
TRV,Travelers Companies (The),none,,,,,,,,,no_public_report_found
TRMB,Trimble Inc.,none,,,,,,,,,no_public_report_found
TFC,Truist Financial,cdp_pdf,https://filecache.investorroom.com/mr5ir_truist/644/Truist%202022%20CDP%20Disclosure.pdf,29725.0,223542.0,223522.0,,,,old,
TYL,Tyler Technologies,sustainability_report,https://www.tylertech.com/Portals/0/Corporate-Responsibility/Tyler-2024-CRR-Report.pdf,,,,,,,False,no_fields_extracted
USB,U.S. Bancorp,cdp_pdf,https://www.usbank.com/dam/documents/pdf/about-us-bank/community/sustainability/2022%20CDP_Public_Web.pdf,41335.3,191918.7,97537.8,,,,old,
