parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,percentage_of_operation,source_id,source_name,source_sector,source_subsector,iso3_country
Aboitiz Equity Ventures Inc,E100000000806,legal entity,254900MDNXYJKHXO0P61,4295886209,PHL,PHL,,Aboitiz Equity Ventures Inc -> Aboitiz Power Corp [53.09%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,,The Vanguard Group Inc -> State Street Corp [13.13%] -> State Street Bank and Trust Co [100.0%] -> Sumitomo Corp [9.46%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Asahi Mutual Life Insurance Co,E100001016257,legal entity,549300ZTKF2W3KCEJ782,4295880659,JPN,JPN,,Asahi Mutual Life Insurance Co -> Custody Bank of Japan Ltd [5.0%] -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Mizuho Financial Group Inc,E100000134222,legal entity,353800CI5L6DDAN5XZ33,4295878505,JPN,JPN,,Mizuho Financial Group Inc -> Custody Bank of Japan Ltd [27.0%] -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
State Street Corp,E100001010596,legal entity,549300ZFEEJ2IP5VME73,4295904976,USA,USA,,State Street Corp -> State Street Bank and Trust Co [100.0%] -> Sumitomo Corp [9.46%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Chubu Electric Power Co Inc,E100000000630,legal entity,529900A76GOP0PGNHT63,4295880504,JPN,JPN,,Chubu Electric Power Co Inc -> JERA Co Inc [50.0%] -> JERA Asia Pte Ltd [100.0%] -> Aboitiz Power Corp [27.57%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
member/employee owned ,E100002001974,person,not applicable,not applicable,,,,member/employee owned  -> Nippon Life Insurance Co [unknown %] -> The Master Trust Bank of Japan Ltd [33.5%] -> Sumitomo Corp [16.16%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Sumitomo Mitsui Trust Group ,E100001016255,legal entity,353800P843RLCDBLNT17,4295878477,JPN,JPN,,Sumitomo Mitsui Trust Group  -> Custody Bank of Japan Ltd [33.3%] -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
The Norinchukin Trust & Banking Co Ltd,E100001016126,legal entity,353800KATW3NT9UZ7C55,5000030180,JPN,JPN,,The Norinchukin Trust & Banking Co Ltd -> The Master Trust Bank of Japan Ltd [10.0%] -> Sumitomo Corp [16.16%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Philippine Dealing System Holdings Corp,E100002022911,legal entity,not found,5000026308,PHL,PHL,,Philippine Dealing System Holdings Corp -> Philippine Depository and Trust Corp [97.72%] -> PCD Nominee (Filipino) Corp [unknown %] -> Aboitiz Power Corp [14.67%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Nuclear Damage Compensation and Decommissioning Facilitation Corp,E100001000894,legal entity,not found,5037124730,JPN,JPN,,Nuclear Damage Compensation and Decommissioning Facilitation Corp -> Tokyo Electric Power Co [54.75%] -> JERA Co Inc [50.0%] -> JERA Asia Pte Ltd [100.0%] -> Aboitiz Power Corp [27.57%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Vedan Enterprise Corp,E100002016450,legal entity,not found,4295892098,TWN,TWN,33.59,Vedan Enterprise Corp -> Billion Power Ltd [100.0%] -> Vedan International (Holdings) Ltd [33.62%] -> Vedan (Vietnam) Enterprise Corp Ltd [99.9%] -> Vedan Vietnam Cogeneration power station [100.0%],,Vedan (Vietnam) Enterprise Corp Ltd,E100000121513,,,,717023,Vedan Vietnam Cogeneration power station,power,electricity-generation,VNM
Tanze Enterprise Co Ltd,E100002016454,legal entity,not found,not found,TWN,TWN,5.46,Tanze Enterprise Co Ltd -> Vedan International (Holdings) Ltd [5.47%] -> Vedan (Vietnam) Enterprise Corp Ltd [99.9%] -> Vedan Vietnam Cogeneration power station [100.0%],,Vedan (Vietnam) Enterprise Corp Ltd,E100000121513,,,,717023,Vedan Vietnam Cogeneration power station,power,electricity-generation,VNM
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Vedan International (Holdings) Ltd [unknown %] -> Vedan (Vietnam) Enterprise Corp Ltd [99.9%] -> Vedan Vietnam Cogeneration power station [100.0%],,Vedan (Vietnam) Enterprise Corp Ltd,E100000121513,,,,717023,Vedan Vietnam Cogeneration power station,power,electricity-generation,VNM
Vedan International (Holdings) Ltd,E100001011585,legal entity,not found,4295870830,CYM,CYM,99.9,Vedan International (Holdings) Ltd -> Vedan (Vietnam) Enterprise Corp Ltd [99.9%] -> Vedan Vietnam Cogeneration power station [100.0%],,Vedan (Vietnam) Enterprise Corp Ltd,E100000121513,,,,717023,Vedan Vietnam Cogeneration power station,power,electricity-generation,VNM
Concord Worldwide Holdings Ltd,E100002016453,legal entity,not found,5035475208,VGB,VGB,8.35,Concord Worldwide Holdings Ltd -> Vedan International (Holdings) Ltd [8.36%] -> Vedan (Vietnam) Enterprise Corp Ltd [99.9%] -> Vedan Vietnam Cogeneration power station [100.0%],,Vedan (Vietnam) Enterprise Corp Ltd,E100000121513,,,,717023,Vedan Vietnam Cogeneration power station,power,electricity-generation,VNM
Billion Power Ltd,E100002016451,legal entity,not found,not found,VGB,VGB,33.59,Billion Power Ltd -> Vedan International (Holdings) Ltd [33.62%] -> Vedan (Vietnam) Enterprise Corp Ltd [99.9%] -> Vedan Vietnam Cogeneration power station [100.0%],,Vedan (Vietnam) Enterprise Corp Ltd,E100000121513,,,,717023,Vedan Vietnam Cogeneration power station,power,electricity-generation,VNM
natural person(s) ,E100000123261,person,not applicable,not applicable,,,11.14,natural person(s)  -> King International Ltd [100.0%] -> Vedan International (Holdings) Ltd [11.15%] -> Vedan (Vietnam) Enterprise Corp Ltd [99.9%] -> Vedan Vietnam Cogeneration power station [100.0%],,Vedan (Vietnam) Enterprise Corp Ltd,E100000121513,,,,717023,Vedan Vietnam Cogeneration power station,power,electricity-generation,VNM
King International Ltd,E100002016452,legal entity,not found,not found,,,11.14,King International Ltd -> Vedan International (Holdings) Ltd [11.15%] -> Vedan (Vietnam) Enterprise Corp Ltd [99.9%] -> Vedan Vietnam Cogeneration power station [100.0%],,Vedan (Vietnam) Enterprise Corp Ltd,E100000121513,,,,717023,Vedan Vietnam Cogeneration power station,power,electricity-generation,VNM
Power Generation 3 JSC,E100000002882,legal entity,not found,5040695711,VNM,VNM,29.31,Power Generation 3 JSC -> Vinh Tan power station [29.31%],,Power Generation 3 JSC,E100000002882,,,,25453850,Vinh Tan power station,power,electricity-generation,VNM
China Southern Power Grid Co Ltd,E100000000176,legal entity,300300W2U9PCTY011N49,5000022841,CHN,CHN,,China Southern Power Grid Co Ltd -> Vinh Tan power station [unknown %],,China Southern Power Grid Co Ltd,E100000000176,,,,25453850,Vinh Tan power station,power,electricity-generation,VNM
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Vietnam National Coal and Mineral Industries Holding Corp Ltd [0.73%] -> Vinh Tan power station [unknown %],,Vietnam National Coal and Mineral Industries Holding Corp Ltd,E100001000537,,,,25453850,Vinh Tan power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,42.41,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> Vinh Tan power station [42.41%],,Vietnam Electricity LLC,E100000004303,,,,25453850,Vinh Tan power station,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,42.41,Vietnam Electricity LLC -> Vinh Tan power station [42.41%],,Vietnam Electricity LLC,E100000004303,,,,25453850,Vinh Tan power station,power,electricity-generation,VNM
Vietnam National Coal and Mineral Industries Holding Corp Ltd,E100001000537,legal entity,not found,5000054659,VNM,VNM,,Vietnam National Coal and Mineral Industries Holding Corp Ltd -> Vinh Tan power station [unknown %],,Vietnam National Coal and Mineral Industries Holding Corp Ltd,E100001000537,,,,25453850,Vinh Tan power station,power,electricity-generation,VNM
Vietnam Oil and Gas Group Co,E100000001337,legal entity,not found,5000061087,VNM,VNM,51.6,Vietnam Oil and Gas Group Co -> PetroVietnam Power Corporation JSC [79.97%] -> Vung Ang power station [64.52%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25453855,Vung Ang power station,power,electricity-generation,VNM
The Mikado Private Trust Co Ltd,E100002022215,legal entity,not found,5063381443,BMU,BMU,5.77,The Mikado Private Trust Co Ltd -> CLP Holdings Ltd [16.25%] -> CLP SEA Energy Ltd [100.0%] -> OneEnergy Ltd [100.0%] -> Vung Ang 2 Thermal Power JSC [100.0%] -> Vung Ang power station [35.48%],,Vung Ang 2 Thermal Power JSC,E100001000619,,,,25453855,Vung Ang power station,power,electricity-generation,VNM
PetroVietnam Power Corporation JSC,E100000003809,legal entity,not found,4298106050,VNM,VNM,64.52,PetroVietnam Power Corporation JSC -> Vung Ang power station [64.52%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25453855,Vung Ang power station,power,electricity-generation,VNM
CLP Holdings Ltd,E100000000481,legal entity,25490002BUTSMP94GO68,4295871540,HKG,HKG,35.48,CLP Holdings Ltd -> CLP SEA Energy Ltd [100.0%] -> OneEnergy Ltd [100.0%] -> Vung Ang 2 Thermal Power JSC [100.0%] -> Vung Ang power station [35.48%],,Vung Ang 2 Thermal Power JSC,E100001000619,,,,25453855,Vung Ang power station,power,electricity-generation,VNM
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,12.94,small shareholder(s)  -> PetroVietnam Power Corporation JSC [20.06%] -> Vung Ang power station [64.52%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25453855,Vung Ang power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,51.6,Government of Vietnam  -> Vietnam Oil and Gas Group Co [100.0%] -> PetroVietnam Power Corporation JSC [79.97%] -> Vung Ang power station [64.52%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25453855,Vung Ang power station,power,electricity-generation,VNM
Oak CLP Ltd,E100002022216,legal entity,not found,not found,HKG,HKG,3.07,Oak CLP Ltd -> CLP Holdings Ltd [8.65%] -> CLP SEA Energy Ltd [100.0%] -> OneEnergy Ltd [100.0%] -> Vung Ang 2 Thermal Power JSC [100.0%] -> Vung Ang power station [35.48%],,Vung Ang 2 Thermal Power JSC,E100001000619,,,,25453855,Vung Ang power station,power,electricity-generation,VNM
Government of Yemen ,E100001015807,state,,5000023004,YEM,YEM,,Government of Yemen  -> Masila Petroleum Exploration & Production Co [unknown %] -> Aden power station [100.0%],,Masila Petroleum Exploration & Production Co,E100001015792,,,,25455885,Aden power station,power,electricity-generation,YEM
Masila Petroleum Exploration & Production Co,E100001015792,legal entity,not found,5081381876,YEM,YEM,100,Masila Petroleum Exploration & Production Co -> Aden power station [100.0%],,Masila Petroleum Exploration & Production Co,E100001015792,,,,25455885,Aden power station,power,electricity-generation,YEM
Sabson Group ,E100001011741,legal entity,not found,not found,YEM,YEM,,Sabson Group  -> Hadramout Investment Power Company Ltd [unknown %] -> Al-Harshiyat power station [100.0%],,Hadramout Investment Power Company Ltd,E100001011739,,,,719759,Al-Harshiyat power station,power,electricity-generation,YEM
Public Electricity Corp,E100000002356,legal entity,not found,5001143006,YEM,YEM,50,Public Electricity Corp -> Al-Hiswa 2 power station [50.0%],,Public Electricity Corp,E100000002356,,,,448934,Al-Hiswa 2 power station,power,electricity-generation,YEM
Ministry of Electricity & Energy (Yemen) ,E100002000695,state body,not found,5086779091,,YEM,50,Ministry of Electricity & Energy (Yemen)  -> Public Electricity Corp [100.0%] -> Al-Hiswa 2 power station [50.0%],,Public Electricity Corp,E100000002356,,,,448934,Al-Hiswa 2 power station,power,electricity-generation,YEM
Ministry of Electricity and Energy (Yemen) ,E100002009122,state body,,not found,,YEM,,Ministry of Electricity and Energy (Yemen)  -> Al-Hiswa 2 power station [unknown %],,Ministry of Electricity and Energy (Yemen) ,E100002009122,,,,448934,Al-Hiswa 2 power station,power,electricity-generation,YEM
Ministry of Electricity & Energy (Yemen) ,E100002000695,state body,not found,5086779091,,YEM,69.83,Ministry of Electricity & Energy (Yemen)  -> Public Electricity Corp [100.0%] -> Al-Mansoura power station [69.83%],,Public Electricity Corp,E100000002356,,,,25451737,Al-Mansoura power station,power,electricity-generation,YEM
Public Electricity Corp,E100000002356,legal entity,not found,5001143006,YEM,YEM,69.83,Public Electricity Corp -> Al-Mansoura power station [69.83%],,Public Electricity Corp,E100000002356,,,,25451737,Al-Mansoura power station,power,electricity-generation,YEM
Al-Saadi Group ,E100002009148,arrangement,not found,not found,,QAT,,Al-Saadi Group  -> Al-Mansoura power station [unknown %],,Al-Saadi Group ,E100002009148,,,,25451737,Al-Mansoura power station,power,electricity-generation,YEM
Ministry of Electricity and Energy (Yemen) ,E100002009122,state body,,not found,,YEM,,Ministry of Electricity and Energy (Yemen)  -> Al Rayyan power station [unknown %],,Ministry of Electricity and Energy (Yemen) ,E100002009122,,,,49534312,Al Rayyan power station,power,electricity-generation,YEM
Zahid Group ,E100001011729,legal entity,not found,not found,,SAU,,Zahid Group  -> Altaaqa Global Energy Services  [unknown %] -> Altaaqa Global temporary power station [100.0%],,Altaaqa Global Energy Services ,E100001011728,,,,719248,Altaaqa Global temporary power station,power,electricity-generation,YEM
Ministry of Electricity and Energy (Yemen) ,E100002009122,state body,,not found,,YEM,,Ministry of Electricity and Energy (Yemen)  -> Dhahban power station [unknown %],,Ministry of Electricity and Energy (Yemen) ,E100002009122,,,,25451738,Dhahban power station,power,electricity-generation,YEM
Public Electricity Corp,E100000002356,legal entity,not found,5001143006,YEM,YEM,100,Public Electricity Corp -> Hezyaz power station [100.0%],,Public Electricity Corp,E100000002356,,,,25453282,Hezyaz power station,power,electricity-generation,YEM
Ministry of Electricity & Energy (Yemen) ,E100002000695,state body,not found,5086779091,,YEM,100,Ministry of Electricity & Energy (Yemen)  -> Public Electricity Corp [100.0%] -> Hezyaz power station [100.0%],,Public Electricity Corp,E100000002356,,,,25453282,Hezyaz power station,power,electricity-generation,YEM
Public Electricity Corp,E100000002356,legal entity,not found,5001143006,YEM,YEM,100,Public Electricity Corp -> Marib power station [100.0%],,Public Electricity Corp,E100000002356,,,,25452842,Marib power station,power,electricity-generation,YEM
Ministry of Electricity & Energy (Yemen) ,E100002000695,state body,not found,5086779091,,YEM,100,Ministry of Electricity & Energy (Yemen)  -> Public Electricity Corp [100.0%] -> Marib power station [100.0%],,Public Electricity Corp,E100000002356,,,,25452842,Marib power station,power,electricity-generation,YEM
Ministry of Electricity and Energy (Yemen) ,E100002009122,state body,,not found,,YEM,,Ministry of Electricity and Energy (Yemen)  -> Qario Power station [unknown %],,Ministry of Electricity and Energy (Yemen) ,E100002009122,,,,49534314,Qario Power station,power,electricity-generation,YEM
Ministry of Electricity and Energy (Yemen) ,E100002009122,state body,,not found,,YEM,,Ministry of Electricity and Energy (Yemen)  -> Ras Kanatib power station [unknown %],,Ministry of Electricity and Energy (Yemen) ,E100002009122,,,,25451740,Ras Kanatib power station,power,electricity-generation,YEM
Government of South Africa ,E100001000088,state,,5067161174,ZAF,ZAF,100,Government of South Africa  -> Eskom Holdings SOC Ltd [100.0%] -> Acacia power station [100.0%],,Eskom Holdings SOC Ltd,E100000000921,,,,448093,Acacia power station,power,electricity-generation,ZAF
Eskom Holdings SOC Ltd,E100000000921,legal entity,3789001900ED06F65111,4295888540,ZAF,ZAF,100,Eskom Holdings SOC Ltd -> Acacia power station [100.0%],,Eskom Holdings SOC Ltd,E100000000921,,,,448093,Acacia power station,power,electricity-generation,ZAF
Tongaat Hulett Ltd,E100002015399,legal entity,213800DQ5KB9QZ8RBX07,4295889079,ZAF,ZAF,,Tongaat Hulett Ltd -> Amatikulu power station [unknown %],,Tongaat Hulett Ltd,E100002015399,,,,49701480,Amatikulu power station,power,electricity-generation,ZAF
Eskom Holdings SOC Ltd,E100000000921,legal entity,3789001900ED06F65111,4295888540,ZAF,ZAF,100,Eskom Holdings SOC Ltd -> Ankerlig power station [100.0%],,Eskom Holdings SOC Ltd,E100000000921,,,,25453592,Ankerlig power station,power,electricity-generation,ZAF
Government of South Africa ,E100001000088,state,,5067161174,ZAF,ZAF,100,Government of South Africa  -> Eskom Holdings SOC Ltd [100.0%] -> Ankerlig power station [100.0%],,Eskom Holdings SOC Ltd,E100000000921,,,,25453592,Ankerlig power station,power,electricity-generation,ZAF
