parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,percentage_of_operation,source_id,source_name,source_sector,source_subsector,iso3_country
natural person(s) ,E100000123261,person,not applicable,not applicable,,,10.3,natural person(s)  -> Veolia Environnement SA [10.3%] -> Veolia Ceska Republika AS [100.0%] -> Prerov power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,451073,Prerov power station,power,electricity-generation,CZE
member/employee owned ,E100002001974,person,not applicable,not applicable,,,7.8,member/employee owned  -> Veolia Environnement SA [7.8%] -> Veolia Ceska Republika AS [100.0%] -> Prerov power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,451073,Prerov power station,power,electricity-generation,CZE
Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona ,E100002002996,legal entity,95980020140005919311,4295889367,ESP,ESP,,Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona  -> Criteria Caixa SA [unknown %] -> Veolia Environnement SA [5.0%] -> Veolia Ceska Republika AS [100.0%] -> Prerov power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,451073,Prerov power station,power,electricity-generation,CZE
Natland Energo Holding AS,E100002009076,legal entity,not found,not found,CZE,CZE,,Natland Energo Holding AS -> Energo Pribram sro [unknown %] -> Pribram power station [100.0%],,Energo Pribram sro,E100001011630,,,,452359,Pribram power station,power,electricity-generation,CZE
Creditas BV,E100000000338,legal entity,315700LT2QPI1YMTC764,5086744522,NLD,NLD,,Creditas BV -> UCED Group  [unknown %] -> Prostějov power station [unknown %],,UCED Group ,E100002005473,,,,25454237,Prostějov power station,power,electricity-generation,CZE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Creditas BV [unknown %] -> UCED Group  [unknown %] -> Prostějov power station [unknown %],,UCED Group ,E100002005473,,,,25454237,Prostějov power station,power,electricity-generation,CZE
Government of Czech Republic ,E100001000484,state,3157007EFDLQABN47912,5000073760,CZE,CZE,69.8,Government of Czech Republic  -> Ministry of Finance (Czech Republic)  [100.0%] -> CEZ AS [69.8%] -> Prunerov power station [100.0%],,CEZ AS,E100000000337,,,,447611,Prunerov power station,power,electricity-generation,CZE
CEZ AS,E100000000337,legal entity,529900S5R9YHJHYKKG94,4295865752,CZE,CZE,100,CEZ AS -> Prunerov power station [100.0%],,CEZ AS,E100000000337,,,,447611,Prunerov power station,power,electricity-generation,CZE
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,17,small shareholder(s)  -> CEZ AS [17.0%] -> Prunerov power station [100.0%],,CEZ AS,E100000000337,,,,447611,Prunerov power station,power,electricity-generation,CZE
Ministry of Finance (Czech Republic) ,E100001000483,state body,not found,,,CZE,69.8,Ministry of Finance (Czech Republic)  -> CEZ AS [69.8%] -> Prunerov power station [100.0%],,CEZ AS,E100000000337,,,,447611,Prunerov power station,power,electricity-generation,CZE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,13,natural person(s)  -> CEZ AS [13.0%] -> Prunerov power station [100.0%],,CEZ AS,E100000000337,,,,447611,Prunerov power station,power,electricity-generation,CZE
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,45.9,small shareholder(s)  -> Volkswagen AG [45.9%] -> Sko-Energo sro [100.0%] -> Sko-Energo power station [100.0%],,Sko-Energo sro,E100000121306,,,,52975681,Sko-Energo power station,power,electricity-generation,CZE
Qatar Investment Authority ,E100000000845,state body,5493008JZL5CRK3VS565,5000009556,QAT,QAT,10.4,Qatar Investment Authority  -> Qatar Holding LLC [100.0%] -> Volkswagen AG [10.4%] -> Sko-Energo sro [100.0%] -> Sko-Energo power station [100.0%],,Sko-Energo sro,E100000121306,,,,52975681,Sko-Energo power station,power,electricity-generation,CZE
Familie Porsche Beteiligung GmbH,E100002022480,legal entity,,,,,15.95,Familie Porsche Beteiligung GmbH -> Porsche Automobil Holding SE [50.0%] -> Volkswagen AG [31.9%] -> Sko-Energo sro [100.0%] -> Sko-Energo power station [100.0%],,Sko-Energo sro,E100000121306,,,,52975681,Sko-Energo power station,power,electricity-generation,CZE
Porsche Automobil Holding SE,E100002001024,legal entity,52990053Z17ZYM1KFV27,4295869130,DEU,DEU,31.9,Porsche Automobil Holding SE -> Volkswagen AG [31.9%] -> Sko-Energo sro [100.0%] -> Sko-Energo power station [100.0%],,Sko-Energo sro,E100000121306,,,,52975681,Sko-Energo power station,power,electricity-generation,CZE
State of Niedersachsen ,E100001016140,state,391200ITQQZ7JMHXK080,4296831621,DEU,DEU,11.8,State of Niedersachsen  -> Volkswagen AG [11.8%] -> Sko-Energo sro [100.0%] -> Sko-Energo power station [100.0%],,Sko-Energo sro,E100000121306,,,,52975681,Sko-Energo power station,power,electricity-generation,CZE
Qatar Holding LLC,E100001000330,legal entity,549300ZQMTBNHCK6R412,5035487758,QAT,QAT,10.4,Qatar Holding LLC -> Volkswagen AG [10.4%] -> Sko-Energo sro [100.0%] -> Sko-Energo power station [100.0%],,Sko-Energo sro,E100000121306,,,,52975681,Sko-Energo power station,power,electricity-generation,CZE
Volkswagen AG,E100000000459,legal entity,529900NNUPAGGOMPXZ31,4295869244,DEU,DEU,100,Volkswagen AG -> Sko-Energo sro [100.0%] -> Sko-Energo power station [100.0%],,Sko-Energo sro,E100000121306,,,,52975681,Sko-Energo power station,power,electricity-generation,CZE
Government of Qatar ,E100000000839,state,52990074F6OJOAXK4P65,4296555045,QAT,QAT,10.4,Government of Qatar  -> Qatar Investment Authority  [100.0%] -> Qatar Holding LLC [100.0%] -> Volkswagen AG [10.4%] -> Sko-Energo sro [100.0%] -> Sko-Energo power station [100.0%],,Sko-Energo sro,E100000121306,,,,52975681,Sko-Energo power station,power,electricity-generation,CZE
SAKO Brno AS,E100002015625,legal entity,315700P276JIUVWQXW70,4298225750,CZE,CZE,,SAKO Brno AS -> Spalovna Brno power station [unknown %],,SAKO Brno AS,E100002015625,,,,49701553,Spalovna Brno power station,power,electricity-generation,CZE
City of Brno ,E100001011507,state,31570010000000116301,4296765176,CZE,CZE,,City of Brno  -> SAKO Brno AS [100.0%] -> Spalovna Brno power station [unknown %],,SAKO Brno AS,E100002015625,,,,49701553,Spalovna Brno power station,power,electricity-generation,CZE
City of Brno ,E100001011507,state,31570010000000116301,4296765176,CZE,CZE,100,City of Brno  -> Teplárny Brno AS [100.0%] -> Špitálka power station [100.0%],,Teplárny Brno AS,E100000001708,,,,4401807,Špitálka power station,power,electricity-generation,CZE
Teplárny Brno AS,E100000001708,legal entity,3157001S8LZEWTVQ8O14,4295865803,CZE,CZE,100,Teplárny Brno AS -> Špitálka power station [100.0%],,Teplárny Brno AS,E100000001708,,,,4401807,Špitálka power station,power,electricity-generation,CZE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Sokolovská Uhelná AS [unknown %] -> Tisova power station [100.0%],,Sokolovská Uhelná AS,E100001000700,,,,25450411,Tisova power station,power,electricity-generation,CZE
Carbounion Holding AS,E100002000183,legal entity,315700JPG4U7AU6MZP35,5051609000,CZE,CZE,,Carbounion Holding AS -> Sokolovská Uhelná AS [unknown %] -> Tisova power station [100.0%],,Sokolovská Uhelná AS,E100001000700,,,,25450411,Tisova power station,power,electricity-generation,CZE
Crédit Agricole SA,E100001011055,legal entity,969500TJ5KRTCJQWXH05,8589934312,FRA,FRA,3.76,Crédit Agricole SA -> AMUNDI Asset Management SAS [68.35%] -> Veolia Environnement SA [5.5%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,0.49,The Vanguard Group Inc -> BlackRock Inc [8.66%] -> Veolia Environnement SA [5.7%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,10.3,natural person(s)  -> Veolia Environnement SA [10.3%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
Caisse des dépôts et consignations ,E100000000376,legal entity,969500Q2PFTTP0Y5QL44,4297304387,FRA,FRA,5,Caisse des dépôts et consignations  -> Veolia Environnement SA [5.0%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
Rue la Boétie SAS,E100002021877,legal entity,969500RVTZ7F39OODR41,4298458216,FRA,FRA,2.36,Rue la Boétie SAS -> Crédit Agricole SA [62.76%] -> AMUNDI Asset Management SAS [68.35%] -> Veolia Environnement SA [5.5%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
Criteria Caixa SA,E100002021876,legal entity,959800DQQUAMV0K08004,5037086832,ESP,ESP,5,Criteria Caixa SA -> Veolia Environnement SA [5.0%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
AMUNDI Asset Management SAS,E100001016749,legal entity,DQ2T0MMUTO0IPF9G9Z35,5000068443,FRA,FRA,5.5,AMUNDI Asset Management SAS -> Veolia Environnement SA [5.5%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,USA,USA,0.29,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> Veolia Environnement SA [5.7%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
BlackRock Inc,E100001000348,legal entity,549300LRIF3NWCU26A80,4295900990,USA,USA,5.7,BlackRock Inc -> Veolia Environnement SA [5.7%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,60.7,small shareholder(s)  -> Veolia Environnement SA [60.7%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
member/employee owned ,E100002001974,person,not applicable,not applicable,,,7.8,member/employee owned  -> Veolia Environnement SA [7.8%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona ,E100002002996,legal entity,95980020140005919311,4295889367,ESP,ESP,,Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona  -> Criteria Caixa SA [unknown %] -> Veolia Environnement SA [5.0%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
Government of France ,E100001000079,state,969500KCGF3SUYJHPV70,4296004552,FRA,FRA,5,Government of France  -> Caisse des dépôts et consignations  [100.0%] -> Veolia Environnement SA [5.0%] -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
Veolia Environnement SA,E100000000388,legal entity,969500LENY69X51OOT31,4295867473,FRA,FRA,100,Veolia Environnement SA -> Veolia Ceska Republika AS [100.0%] -> Trebovice power station [100.0%],,Veolia Ceska Republika AS,E100000121516,,,,447613,Trebovice power station,power,electricity-generation,CZE
Minerfin AS,E100001016230,legal entity,097900BJMQ0000221776,4298245595,SVK,SVK,,Minerfin AS -> Moravia Steel AS [48.57%] -> TRINECKÉ ZELEZÁRNY AS [unknown %] -> Energetika Trinec AS [100.0%] -> Trinec-E3 power station [100.0%],,Energetika Trinec AS,E100000120407,,,,452356,Trinec-E3 power station,power,electricity-generation,CZE
Ministry of Finance (Czech Republic) ,E100001000483,state body,not found,,,CZE,69.8,Ministry of Finance (Czech Republic)  -> CEZ AS [69.8%] -> Tusimice power station [100.0%],,CEZ AS,E100000000337,,,,25450413,Tusimice power station,power,electricity-generation,CZE
Government of Czech Republic ,E100001000484,state,3157007EFDLQABN47912,5000073760,CZE,CZE,69.8,Government of Czech Republic  -> Ministry of Finance (Czech Republic)  [100.0%] -> CEZ AS [69.8%] -> Tusimice power station [100.0%],,CEZ AS,E100000000337,,,,25450413,Tusimice power station,power,electricity-generation,CZE
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,17,small shareholder(s)  -> CEZ AS [17.0%] -> Tusimice power station [100.0%],,CEZ AS,E100000000337,,,,25450413,Tusimice power station,power,electricity-generation,CZE
CEZ AS,E100000000337,legal entity,529900S5R9YHJHYKKG94,4295865752,CZE,CZE,100,CEZ AS -> Tusimice power station [100.0%],,CEZ AS,E100000000337,,,,25450413,Tusimice power station,power,electricity-generation,CZE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,13,natural person(s)  -> CEZ AS [13.0%] -> Tusimice power station [100.0%],,CEZ AS,E100000000337,,,,25450413,Tusimice power station,power,electricity-generation,CZE
Carbounion Holding AS,E100002000183,legal entity,315700JPG4U7AU6MZP35,5051609000,CZE,CZE,,Carbounion Holding AS -> Sokolovská Uhelná AS [unknown %] -> Vřesová power station [50.0%],,Sokolovská Uhelná AS,E100001000700,,,,449305,Vřesová power station,power,electricity-generation,CZE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Sokolovská Uhelná AS [unknown %] -> Vřesová power station [50.0%],,Sokolovská Uhelná AS,E100001000700,,,,449305,Vřesová power station,power,electricity-generation,CZE
SUAS Group AS,E100000000342,legal entity,315700HKMNFSWK0IZR38,5081142914,CZE,CZE,50,SUAS Group AS -> Vřesová power station [50.0%],,SUAS Group AS,E100000000342,,,,449305,Vřesová power station,power,electricity-generation,CZE
natural person(s) ,E100000123261,person,not applicable,not applicable,,,100,natural person(s)  -> Sev.en Energy AG [100.0%] -> Sev.en Zeta AS [100.0%] -> Teplárna Kladno sro [100.0%] -> Teplárna Zlín sro [100.0%] -> Zlin power station [100.0%],,Teplárna Zlín sro,E100000121424,,,,25453652,Zlin power station,power,electricity-generation,CZE
Sev.en Energy AG,E100000000683,legal entity,not found,5085705540,CZE,CZE,100,Sev.en Energy AG -> Sev.en Zeta AS [100.0%] -> Teplárna Kladno sro [100.0%] -> Teplárna Zlín sro [100.0%] -> Zlin power station [100.0%],,Teplárna Zlín sro,E100000121424,,,,25453652,Zlin power station,power,electricity-generation,CZE
Palm Beteiligungs GmbH,E100002008228,legal entity,not found,not found,DEU,DEU,,Palm Beteiligungs GmbH -> Papierfabrik Palm GmbH & Co KG [unknown %] -> Aalen power station [100.0%],,Papierfabrik Palm GmbH & Co KG,E100000003784,,,,49534229,Aalen power station,power,electricity-generation,DEU
Westfalen Weser Energie GmbH & Co KG,E100000121543,legal entity,not found,5042942711,DEU,DEU,100,Westfalen Weser Energie GmbH & Co KG -> Afferde power station [100.0%],,Westfalen Weser Energie GmbH & Co KG,E100000121543,,,,40693112,Afferde power station,power,electricity-generation,DEU
Paderborner Kommunalbetriebe GmbH,E100000000430,legal entity,not found,5042942113,DEU,DEU,20.43,Paderborner Kommunalbetriebe GmbH -> Westfalen Weser Energie GmbH & Co KG [20.43%] -> Afferde power station [100.0%],,Westfalen Weser Energie GmbH & Co KG,E100000121543,,,,40693112,Afferde power station,power,electricity-generation,DEU
HVV Herforder Versorgungs- und Verkehrs-Beteiligungs- GmbH,E100000000413,legal entity,not found,4298170233,DEU,DEU,19.51,HVV Herforder Versorgungs- und Verkehrs-Beteiligungs- GmbH -> Westfalen Weser Energie GmbH & Co KG [19.51%] -> Afferde power station [100.0%],,Westfalen Weser Energie GmbH & Co KG,E100000121543,,,,40693112,Afferde power station,power,electricity-generation,DEU
Mindener Hafen GmbH,E100001010044,legal entity,not found,5058268478,DEU,DEU,6.03,Mindener Hafen GmbH -> Westfalen Weser Energie GmbH & Co KG [6.03%] -> Afferde power station [100.0%],,Westfalen Weser Energie GmbH & Co KG,E100000121543,,,,40693112,Afferde power station,power,electricity-generation,DEU
EP Group AS,E100001010063,legal entity,315700O1XVEPAYIMH375,5079918399,CZE,CZE,,EP Group AS -> EP Energy Transition AS [unknown %] -> LEAG Holding AS [100.0%] -> Lausitz Energie Verwaltungs GmbH [100.0%] -> Lausitz Energie Kraftwerke AG [unknown %] -> Ahrensfelde power station [100.0%],,Lausitz Energie Kraftwerke AG,E100000003480,,,,25452456,Ahrensfelde power station,power,electricity-generation,DEU
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Tiliacordata Ltd [unknown %] -> EP Group AS [10.71%] -> EP Energy Transition AS [unknown %] -> LEAG Holding AS [100.0%] -> Lausitz Energie Verwaltungs GmbH [100.0%] -> Lausitz Energie Kraftwerke AG [unknown %] -> Ahrensfelde power station [100.0%],,Lausitz Energie Kraftwerke AG,E100000003480,,,,25452456,Ahrensfelde power station,power,electricity-generation,DEU
EP Investment S.à r.l. ,E100002021743,legal entity,,,,,,EP Investment S.à r.l.  -> EP Group AS [89.29%] -> EP Energy Transition AS [unknown %] -> LEAG Holding AS [100.0%] -> Lausitz Energie Verwaltungs GmbH [100.0%] -> Lausitz Energie Kraftwerke AG [unknown %] -> Ahrensfelde power station [100.0%],,Lausitz Energie Kraftwerke AG,E100000003480,,,,25452456,Ahrensfelde power station,power,electricity-generation,DEU
Tiliacordata Ltd,E100002021744,legal entity,315700MIXKKJT9GOWN84,5086992631,CYP,CYP,,Tiliacordata Ltd -> EP Group AS [10.71%] -> EP Energy Transition AS [unknown %] -> LEAG Holding AS [100.0%] -> Lausitz Energie Verwaltungs GmbH [100.0%] -> Lausitz Energie Kraftwerke AG [unknown %] -> Ahrensfelde power station [100.0%],,Lausitz Energie Kraftwerke AG,E100000003480,,,,25452456,Ahrensfelde power station,power,electricity-generation,DEU
unknown ,E100000132388,unknown entity,not applicable,not applicable,,,,unknown  -> Lausitz Energie Kraftwerke AG [unknown %] -> Ahrensfelde power station [100.0%],,Lausitz Energie Kraftwerke AG,E100000003480,,,,25452456,Ahrensfelde power station,power,electricity-generation,DEU
KWO Holding GmbH,E100002000940,legal entity,,not found,DEU,DEU,100,KWO Holding GmbH -> Kraftwerk Obernburg GmbH [100.0%] -> Akzo Obernburg power station [100.0%],,Kraftwerk Obernburg GmbH,E100000001887,,,,447401,Akzo Obernburg power station,power,electricity-generation,DEU
OEW Energie-Beteiligungs GmbH,E100001010816,legal entity,391200KTISALKH8DXE15,5000441322,DEU,DEU,47,OEW Energie-Beteiligungs GmbH -> EnBW Energie Baden-Württemberg AG [47.0%] -> Altbach power station [100.0%],,EnBW Energie Baden-Württemberg AG,E100000000407,,,,25451503,Altbach power station,power,electricity-generation,DEU
municipally owned ,E100002021278,arrangement,,,,,,municipally owned  -> Zweckverband Oberschwäbische Elektrizitätswerke  [unknown %] -> OEW Energie-Beteiligungs GmbH [100.0%] -> EnBW Energie Baden-Württemberg AG [47.0%] -> Altbach power station [100.0%],,EnBW Energie Baden-Württemberg AG,E100000000407,,,,25451503,Altbach power station,power,electricity-generation,DEU
Zweckverband Oberschwäbische Elektrizitätswerke ,E100002021786,legal entity,3912003WQNSHNPCGOY08,5060592186,DEU,DEU,47,Zweckverband Oberschwäbische Elektrizitätswerke  -> OEW Energie-Beteiligungs GmbH [100.0%] -> EnBW Energie Baden-Württemberg AG [47.0%] -> Altbach power station [100.0%],,EnBW Energie Baden-Württemberg AG,E100000000407,,,,25451503,Altbach power station,power,electricity-generation,DEU
NECKARPRI-Beteiligungsgesellschaft mbH,E100001010813,legal entity,529900CFD9J26B5AO983,5050281047,DEU,DEU,47,NECKARPRI-Beteiligungsgesellschaft mbH -> EnBW Energie Baden-Württemberg AG [47.0%] -> Altbach power station [100.0%],,EnBW Energie Baden-Württemberg AG,E100000000407,,,,25451503,Altbach power station,power,electricity-generation,DEU
NECKARPRI GmbH,E100001010814,legal entity,529900ORLW03X3CBO272,5001224809,DEU,DEU,47,NECKARPRI GmbH -> NECKARPRI-Beteiligungsgesellschaft mbH [100.0%] -> EnBW Energie Baden-Württemberg AG [47.0%] -> Altbach power station [100.0%],,EnBW Energie Baden-Württemberg AG,E100000000407,,,,25451503,Altbach power station,power,electricity-generation,DEU
EnBW Energie Baden-Württemberg AG,E100000000407,legal entity,529900JSFZ4TS59HKD79,4295869310,DEU,DEU,100,EnBW Energie Baden-Württemberg AG -> Altbach power station [100.0%],,EnBW Energie Baden-Württemberg AG,E100000000407,,,,25451503,Altbach power station,power,electricity-generation,DEU
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,6,small shareholder(s)  -> EnBW Energie Baden-Württemberg AG [6.0%] -> Altbach power station [100.0%],,EnBW Energie Baden-Württemberg AG,E100000000407,,,,25451503,Altbach power station,power,electricity-generation,DEU
State of Baden-Württemberg (Germany) ,E100001010815,state,5299005LOAAELUENZ090,5000018673,DEU,DEU,47,State of Baden-Württemberg (Germany)  -> NECKARPRI GmbH [100.0%] -> NECKARPRI-Beteiligungsgesellschaft mbH [100.0%] -> EnBW Energie Baden-Württemberg AG [47.0%] -> Altbach power station [100.0%],,EnBW Energie Baden-Württemberg AG,E100000000407,,,,25451503,Altbach power station,power,electricity-generation,DEU
Integra ,E100002016724,arrangement,not found,not found,,DEU,19.93,Integra  -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Thüga AG,E100001000203,legal entity,not found,4295868871,DEU,DEU,39.9,Thüga AG -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
CONTIGAS Deutsche-Energie AG,E100002015161,legal entity,not found,4295868929,DEU,DEU,7.54,CONTIGAS Deutsche-Energie AG -> Thüga AG [18.9%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Thüga Holding GmbH & Co KGaA,E100000000453,legal entity,529900COI81IT9N2Y682,5035572784,DEU,DEU,32.36,Thüga Holding GmbH & Co KGaA -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
unknown ,E100000132388,unknown entity,not applicable,not applicable,,,,unknown  -> enercity AG [0.91%] -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
enercity AG,E100000001906,legal entity,549300YTRYZPM57T3319,4295870298,DEU,DEU,,enercity AG -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Versorgungs-und Verkehrsgesellschaft Hannover mbH,E100000000458,legal entity,3912004WPBQBRIXH7D79,5000074096,DEU,DEU,,Versorgungs-und Verkehrsgesellschaft Hannover mbH -> enercity AG [75.09%] -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Stadtwerke Frankfurt am Main Holding GmbH,E100000000443,legal entity,529900LUKDXAWQ85R269,4295940586,DEU,DEU,,Stadtwerke Frankfurt am Main Holding GmbH -> Mainova AG [75.2%] -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
City of Nuremberg ,E100002021934,state,529900VLYT4A8QTQQE03,4296059866,,DEU,,City of Nuremberg  -> Städtische Werke Nürnberg GmbH [100.0%] -> N-ERGIE AG [60.2%] -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
KOM9 GmbH & Co KG,E100002016721,legal entity,not found,5000091900,DEU,DEU,12.43,KOM9 GmbH & Co KG -> Thüga Holding GmbH & Co KGaA [38.41%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
City of Frankfurt (Am Main) ,E100002003263,state,529900CAUI4SUKXNF998,5000876240,,DEU,,City of Frankfurt (Am Main)  -> Stadtwerke Frankfurt am Main Holding GmbH [100.0%] -> Mainova AG [75.2%] -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Gasversorgung in Südsachsen ,E100001011517,arrangement,not found,not found,,DEU,25.5,Gasversorgung in Südsachsen  -> Eins Energie in Sachsen GmbH & Co KG [25.5%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Städtische Werke Nürnberg GmbH,E100000000450,legal entity,529900S6QBTA1DJEWK82,4296156999,DEU,DEU,,Städtische Werke Nürnberg GmbH -> N-ERGIE AG [60.2%] -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Eins energie Beteiligungsgesellschaft Chemnitz mbH,E100002023106,legal entity,,,,,9.15,Eins energie Beteiligungsgesellschaft Chemnitz mbH -> Eins Energie in Sachsen GmbH & Co KG [9.15%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
