ticker,security,gics_sector,level_score,level_intensity_tco2e_per_usd,scope1_is_estimated,scope2_is_estimated,velocity_score,velocity_basis,velocity_details,integrity_score,integrity_disclosure_quality,integrity_cross_source_agreement,integrity_basis,environmental_composite_score
DOW,Dow Inc.,Materials,18.3,0.0008465839366785868,False,False,0.0,measured_trend,"Measured: 28,760,000 -> 28,760,000 tCO2e over 4 yr(s) (12/31/2020 baseline, 2024 assumed current year) = 0.00%/yr observed vs. 4.2%/yr required (1.5C pathway).",95.6,100.0,89.1,with_cross_validation,38.0
NWSA,News Corp (Class A),Communication Services,61.0,8.749922711561832e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,32.5,12.0,63.2,with_cross_validation,37.8
NWS,News Corp (Class B),Communication Services,61.0,8.749922711561832e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,32.5,12.0,63.2,with_cross_validation,37.8
KMI,Kinder Morgan,Energy,0.0,0.001035692406799693,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,93.1,90.0,97.8,with_cross_validation,37.7
CPT,Camden Property Trust,Real Estate,45.7,0.00011671011504453995,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.4,12.0,95.5,with_cross_validation,37.0
PPL,PPL Corporation,Utilities,33.3,0.002858272708829189,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.5,34.0,92.9,with_cross_validation,36.9
UDR,"UDR, Inc.",Real Estate,57.5,9.19645261482466e-05,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,41.4,12.0,85.5,with_cross_validation,36.3
LIN,Linde,Materials,0.0,0.0010760247135001152,False,False,11.5,measured_trend,"Measured: 16,872,000 -> 16,582,000 tCO2e over 6 yr(s) (12/31/2018 baseline, 2024 assumed current year) = 0.29%/yr observed vs. 2.5%/yr required (well-below-2C pathway).",96.4,100.0,91.1,with_cross_validation,36.0
MAR,Marriott International,Consumer Discretionary,0.0,0.0008988200484122523,False,False,14.3,measured_trend,"Measured: 1,313,062 -> 1,273,630 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 0.60%/yr observed vs. 4.2%/yr required (1.5C pathway).",93.8,100.0,84.6,with_cross_validation,36.0
XEL,Xcel Energy,Utilities,29.2,0.0030333387027182937,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.4,34.0,95.0,with_cross_validation,35.9
WMB,Williams Companies,Energy,0.0,0.001097105360620489,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,87.2,80.0,97.9,with_cross_validation,35.7
RSG,Republic Services,Industrials,0.0,0.0006439300880726173,False,True,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,46.6,34.0,65.6,with_cross_validation,35.5
MAA,Mid-America Apartment Communities,Real Estate,41.0,0.00012661060695758785,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.7,12.0,83.7,with_cross_validation,33.9
ES,Eversource Energy,Utilities,47.2,0.002268305288656726,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,43.8,12.0,91.4,with_cross_validation,33.7
TFC,Truist Financial,Financials,1.8,1.3309175414050519e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,77.7,90.0,59.3,with_cross_validation,33.2
ZTS,Zoetis,Health Care,0.0,3.0381836657919933e-05,False,False,0.0,measured_trend,"Measured: 101,498 -> 111,637 tCO2e over 3 yr(s) (12/31/2021 baseline, 2024 assumed current year) = -3.33%/yr observed vs. 4.2%/yr required (1.5C pathway).",99.1,100.0,97.6,with_cross_validation,33.0
TMUS,T-Mobile US,Communication Services,0.0,3.3289665910821174e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,78.1,90.0,60.1,with_cross_validation,32.7
ALGN,Align Technology,Health Care,42.2,1.2850389751495467e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,33.3,12.0,65.4,with_cross_validation,31.8
TAP,Molson Coors Beverage Company,Consumer Staples,25.2,4.059498926201966e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,48.9,34.0,71.2,with_cross_validation,31.4
DRI,Darden Restaurants,Consumer Discretionary,0.0,5.827089539925139e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,73.6,62.0,91.0,with_cross_validation,31.2
UHS,Universal Health Services,Health Care,35.9,1.4183465991919244e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.1,12.0,74.9,with_cross_validation,31.0
PSA,Public Storage,Real Estate,38.7,0.00013140903262411934,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,33.1,12.0,64.8,with_cross_validation,30.6
WDC,Western Digital,Information Technology,4.9,5.1505534228937674e-05,False,False,0.0,measured_trend,"Measured: 44,643 -> 144,034 tCO2e over 4 yr(s) (06/30/2020 baseline, 2024 assumed current year) = -55.66%/yr observed vs. 4.2%/yr required (1.5C pathway).",84.8,100.0,61.9,with_cross_validation,29.9
SO,Southern Company,Utilities,34.9,0.002788173354709717,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,34.0,34.0,,disclosure_quality_only,29.6
DIS,Walt Disney Company (The),Communication Services,0.0,1.740586301366039e-05,False,False,0.0,measured_trend,"Measured: 909,382 -> 993,347 tCO2e over 5 yr(s) (09/29/2019 baseline, 2024 assumed current year) = -1.85%/yr observed vs. 4.2%/yr required (1.5C pathway).",88.7,100.0,71.6,with_cross_validation,29.6
DGX,Quest Diagnostics,Health Care,0.0,3.313996686571479e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,67.5,90.0,33.7,with_cross_validation,29.2
EVRG,Evergy,Utilities,5.5,0.004036693524380011,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,60.4,34.0,100.0,with_cross_validation,28.6
BDX,Becton Dickinson,Health Care,0.6,2.1623038533779862e-05,False,False,0.0,measured_trend,"Measured: 155,663 -> 155,663 tCO2e over 5 yr(s) (09/30/2019 baseline, 2024 assumed current year) = -0.00%/yr observed vs. 4.2%/yr required (1.5C pathway).",84.8,100.0,62.1,with_cross_validation,28.5
RVTY,Revvity,Health Care,63.4,8.36922430659677e-06,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,12.0,12.0,,disclosure_quality_only,28.5
SW,Smurfit Westrock,Materials,49.3,0.0005367446587793913,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,27.1
CF,CF Industries,Materials,0.0,0.00272687287731743,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,55.9,34.0,88.7,with_cross_validation,25.3
LNT,Alliant Energy,Utilities,0.0,0.00521187290479124,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,55.3,34.0,87.3,with_cross_validation,25.1
DVA,DaVita,Health Care,0.0,2.2855538117919392e-05,False,False,0.0,measured_trend,"Measured: 64,185 -> 65,988 tCO2e over 6 yr(s) (12/31/2018 baseline, 2024 assumed current year) = -0.47%/yr observed vs. 4.2%/yr required (1.5C pathway).",75.2,100.0,38.1,with_cross_validation,25.1
WM,Waste Management,Industrials,0.0,0.00046285939369170514,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,51.3,34.0,77.3,with_cross_validation,23.8
BKR,Baker Hughes,Energy,4.7,0.000989125879302268,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.6,12.0,96.0,with_cross_validation,23.4
BRK.B,Berkshire Hathaway,Financials,0.0,0.00020586492361568742,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,49.1,34.0,71.8,with_cross_validation,23.0
L,Loews Corporation,Financials,0.0,0.0001038134213950685,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.7,34.0,65.8,with_cross_validation,22.2
MCHP,Microchip Technology,Information Technology,0.0,9.869041474538388e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.8,34.0,58.5,with_cross_validation,21.3
BLK,BlackRock,Financials,0.0,1.4259062802194214e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.8,34.0,51.1,with_cross_validation,20.3
ARES,Ares Management,Financials,0.0,0.00030377354168674377,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,35.3,34.0,37.3,with_cross_validation,18.4
EXR,Extra Space Storage,Real Estate,0.0,0.00026058385951907846,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,30.4,12.0,58.0,with_cross_validation,16.8
